name,hit,heavy_atoms,mw,length_A,npr1,npr2,asphericity,shape_class
"Plerixafor (AMD3100)",0,36,502.8,9.90,0.491,0.831,0.149,DISC
"Plerixafor 8HCl (AMD3100 8HCl)",0,36,502.8,9.90,0.491,0.831,0.149,DISC
"Pleuromutilin",0,27,378.5,8.76,0.663,0.917,0.056,SPHERE
"Podocarpic Acid",0,20,274.4,9.60,0.241,0.886,0.445,ROD
"Polydatin",0,28,390.4,12.78,0.335,0.737,0.313,ROD
"Pomalidomide",0,20,273.2,10.00,0.213,0.902,0.493,ROD
"Ponatinib (AP24534)",0,39,532.6,18.40,0.191,0.832,0.535,ROD
"Posaconazole",0,51,700.8,18.42,0.250,0.814,0.430,ROD
"Potassium Canrenoate",0,26,358.5,12.76,0.182,0.957,0.557,ROD
"Potassium guaiacolsulfonate hemihydrate",0,13,204.2,6.62,0.256,0.822,0.419,ROD
"Potassium sorbate",0,8,112.1,7.33,0.065,0.935,0.819,ROD
"Povidone iodine",0,8,111.1,4.75,0.370,0.638,0.297,DISC
"Pralatrexate",0,35,477.5,13.36,0.390,0.724,0.251,DISC
"Pralidoxime chloride",0,10,137.2,5.10,0.328,0.810,0.315,ROD
"Pralidoxime Iodide",0,10,137.2,5.10,0.328,0.810,0.315,ROD
"Pramipexole",0,14,211.3,9.95,0.135,0.889,0.650,ROD
"Pramipexole 2HCl Monohydrate",0,14,211.3,9.95,0.135,0.889,0.650,ROD
"Pramipexole dihydrochloride",0,14,211.3,9.95,0.135,0.889,0.650,ROD
"Pramiracetam",0,19,269.4,9.26,0.273,0.854,0.392,ROD
"Pramoxine HCl",0,21,293.4,16.40,0.051,0.981,0.856,ROD
"Pranlukast",0,36,481.5,13.41,0.327,0.741,0.324,ROD
"Prasugrel",0,26,373.4,12.46,0.298,0.978,0.369,ROD
"Prasugrel Hydrochloride",0,26,373.4,12.46,0.298,0.978,0.369,ROD
"Pravastatin",0,30,424.5,11.75,0.414,0.757,0.221,DISC
"Pravastatin sodium",0,30,424.5,11.75,0.414,0.757,0.221,DISC
"Prazosin",0,28,383.4,14.73,0.135,0.910,0.650,ROD
"Prazosin HCl",0,28,383.4,14.73,0.135,0.910,0.650,ROD
"PRE-084",0,23,317.4,8.60,0.399,0.779,0.234,DISC
"Prednisolone",0,26,360.5,12.31,0.188,0.939,0.542,ROD
"Prednisolone Acetate",0,29,402.5,11.93,0.263,0.869,0.408,ROD
"Prednisone",0,26,358.4,12.86,0.177,0.941,0.563,ROD
"Prednisone acetate",0,29,400.5,14.07,0.170,0.974,0.582,ROD
"Pregnenolone",0,23,316.5,12.68,0.132,0.916,0.655,ROD
"Prieurianin",0,53,748.8,14.18,0.384,0.890,0.251,DISC
"Prilocaine",0,16,220.3,7.77,0.320,0.763,0.330,ROD
"Prilocaine hydrochloride",0,16,220.3,7.77,0.320,0.763,0.330,ROD
"Primaquine Diphosphate",0,19,259.4,9.59,0.366,0.740,0.275,DISC
"Primidone",0,16,218.3,6.94,0.458,0.926,0.183,DISC
"Proadifen HCl",0,26,353.5,9.72,0.520,0.850,0.129,DISC
"Proanthocyanidins",0,43,594.5,12.67,0.600,0.718,0.094,SPHERE
"Probenecid",0,19,285.4,10.26,0.295,0.938,0.367,ROD
"Probucol",0,35,516.9,12.15,0.435,0.886,0.199,DISC
"Procainamide",0,17,235.3,12.20,0.085,0.948,0.767,ROD
"Procainamide HCl",0,17,235.3,12.20,0.085,0.948,0.767,ROD
"Procaine",0,17,236.3,10.28,0.183,0.955,0.553,ROD
"Procaine HCl",0,17,236.3,10.28,0.183,0.955,0.553,ROD
"Procarbazine HCl",0,16,221.3,10.14,0.133,0.975,0.658,ROD
"Procaterol HCl",0,21,290.4,9.38,0.388,0.755,0.247,DISC
"Prochlorperazine dimaleate salt",0,25,374.0,11.21,0.415,0.721,0.226,DISC
"Procyclidine HCl",0,21,287.4,8.47,0.540,0.649,0.145,DISC
"Proflavine",0,16,209.3,9.58,0.129,0.871,0.662,ROD
"Proflavine Hemisulfate",0,16,209.3,9.58,0.129,0.871,0.662,ROD
"Progesterone",0,23,314.5,10.84,0.204,0.977,0.518,ROD
"Progesterone",0,23,314.5,10.84,0.204,0.977,0.518,ROD
"Progesterone",0,23,314.5,10.84,0.204,0.977,0.518,ROD
"Progesterone",0,23,314.5,12.44,0.140,0.917,0.639,ROD
"Proguanil",0,17,253.7,12.61,0.062,0.981,0.825,ROD
"prohexadione-calcium",0,15,212.2,8.84,0.223,0.916,0.476,ROD
"Promazine hydrochloride",0,20,284.4,8.68,0.455,0.670,0.200,DISC
"Promestriene",0,24,328.5,14.26,0.104,0.922,0.721,ROD
"Promethazine",0,20,284.4,7.57,0.561,0.742,0.110,SPHERE
"Promethazine HCl",0,20,284.4,7.57,0.561,0.742,0.110,SPHERE
"Prometon",0,16,225.3,7.69,0.491,0.578,0.208,DISC
"Pronamide",0,16,256.1,9.54,0.277,0.773,0.390,ROD
"Propacetamol hydrochloride",0,19,264.3,12.13,0.107,0.963,0.714,ROD
"Propafenone",0,25,341.5,8.99,0.576,0.729,0.104,SPHERE
"Propafenone HCl",0,25,341.5,8.99,0.576,0.729,0.104,SPHERE
"Propantheline bromide",0,27,368.5,9.36,0.484,0.869,0.156,DISC
"Proparacaine HCl",0,21,294.4,12.82,0.129,0.970,0.667,ROD
"Propham",0,13,179.2,8.70,0.107,0.928,0.712,ROD
"Propidium Iodide",0,31,414.6,10.57,0.587,0.698,0.105,SPHERE
"Propiverine hydrochloride",0,27,367.5,11.23,0.443,0.929,0.196,DISC
"Propranolol HCl",0,19,259.3,10.54,0.148,0.903,0.621,ROD
"Propyl gallate",0,15,212.2,8.62,0.213,0.801,0.495,ROD
"Propylthiouracil",0,11,170.2,6.09,0.410,0.682,0.239,DISC
"Propyphenazone (4-Isopropylantipyrine)",0,17,230.3,8.89,0.233,0.849,0.456,ROD
"Prostaglandin E2 (PGE2)",0,25,352.5,13.52,0.162,0.920,0.591,ROD
"Protionamide",0,12,180.3,7.42,0.215,0.851,0.488,ROD
"Protocatechuic acid",0,11,154.1,6.39,0.211,0.789,0.500,ROD
"Protopine",0,26,353.4,12.03,0.190,0.883,0.536,ROD
"Protoporphyrin IX",0,42,562.7,14.72,0.449,0.790,0.185,DISC
"Protriptyline hydrochloride",0,20,263.4,7.64,0.534,0.786,0.121,DISC
"Proxyphylline",0,17,238.2,8.48,0.307,0.748,0.349,ROD
"Prucalopride",0,25,367.9,10.48,0.347,0.856,0.291,ROD
"Prucalopride Succinate",0,25,367.9,10.48,0.347,0.856,0.291,ROD
"Prulifloxacin (NM441, AF 3013)",0,32,461.5,16.61,0.098,0.938,0.736,ROD
"Psoromic Acid",0,26,358.3,9.76,0.445,0.711,0.199,DISC
"Puerarin",0,30,416.4,13.09,0.259,0.820,0.414,ROD
"Pulegone",0,11,152.2,6.53,0.316,0.785,0.332,ROD
"Purine",0,9,120.1,4.32,0.311,0.689,0.357,DISC
"Puromycin 2HCl",0,34,471.5,11.53,0.414,0.790,0.218,DISC
"Puromycin aminonucleoside",0,21,294.3,10.56,0.210,0.864,0.497,ROD
"Purpurin",0,19,256.2,8.83,0.306,0.696,0.362,DISC
"Purvalanol A",0,27,388.9,10.99,0.383,0.684,0.267,DISC
"Pyrantel Pamoate",0,14,206.3,8.96,0.124,0.911,0.675,ROD
"Pyrazinamide",0,9,123.1,4.92,0.240,0.760,0.453,ROD
"Pyrazole",0,5,68.1,2.28,0.466,0.534,0.253,DISC
"Pyridostigmine Bromide",0,13,181.2,7.47,0.184,0.860,0.548,ROD
"Pyridoxal 5-phosphate monohydrate",0,16,247.1,8.17,0.276,0.851,0.387,ROD
"Pyridoxal 5���-phosphate hydrate",0,16,247.1,8.17,0.276,0.851,0.387,ROD
"Pyridoxal hydrochloride",0,16,247.1,8.17,0.276,0.851,0.387,ROD
"Pyridoxal phosphate",0,16,247.1,8.17,0.276,0.851,0.387,ROD
"Pyridoxine",0,12,169.2,6.39,0.411,0.680,0.239,DISC
"Pyridoxine HCl",0,12,169.2,6.39,0.411,0.680,0.239,DISC
"Pyrilamine Maleate",0,21,285.4,11.32,0.255,0.849,0.421,ROD
"Pyrimethamine",0,17,248.7,10.09,0.175,0.892,0.564,ROD
"Pyrimethamine",0,17,248.7,10.09,0.175,0.892,0.564,ROD
"Pyrithione Zinc",0,8,127.2,4.58,0.331,0.669,0.335,DISC
"Pyrithioxin",0,24,368.5,13.28,0.172,0.942,0.575,ROD
"Pyrithioxin Dihydrochloride",0,24,368.5,13.28,0.172,0.942,0.575,ROD
"Pyrogallol",0,9,126.1,4.78,0.425,0.575,0.266,DISC
"Pyroxidine Hcl",0,12,169.2,6.39,0.411,0.680,0.239,DISC
"Pyruvic acid",0,6,88.1,3.74,0.380,0.620,0.293,DISC
"pyrvinium",0,29,382.5,17.21,0.063,0.979,0.823,ROD
"Quercetin",0,22,302.2,10.73,0.205,0.830,0.508,ROD
"Quercetin Dihydrate",0,22,302.2,10.73,0.205,0.830,0.508,ROD
"Quercitrin",0,32,448.4,12.05,0.457,0.613,0.219,DISC
"Quetiapine",0,27,383.5,11.63,0.344,0.773,0.298,ROD
"Quetiapine Fumarate",0,27,383.5,11.63,0.344,0.773,0.298,ROD
"Quillaic acid",0,35,486.7,13.05,0.198,0.977,0.528,ROD
"Quinacrine (Di Hydrochloride)",0,28,400.0,11.59,0.462,0.751,0.178,DISC
"Quinacrine 2HCl",0,28,400.0,11.59,0.462,0.751,0.178,DISC
"Quinacrine Dihydrochloride Dihydrate",0,28,400.0,11.59,0.462,0.751,0.178,DISC
"Quinapril HCl",0,32,438.5,10.77,0.418,0.856,0.213,DISC
"Quinestrol",0,27,364.5,14.25,0.096,0.966,0.742,ROD
"Quinidine hydrochloride monohydrate",0,24,324.4,8.59,0.366,0.754,0.273,DISC
"Quinidine sulfate",0,24,324.4,8.59,0.366,0.754,0.273,DISC
"Quinine",0,24,324.4,8.63,0.374,0.873,0.261,DISC
"Quinine HCl Dihydrate",0,24,324.4,8.63,0.374,0.873,0.261,DISC
"Quinizarin",0,18,240.2,7.55,0.350,0.650,0.317,DISC
"Quizartinib (AC220)",0,40,560.7,21.90,0.111,0.900,0.704,ROD
"R788 (Fostamatinib) Disodium",0,40,580.5,12.70,0.438,0.763,0.197,DISC
"Rabeprazole",0,25,359.5,9.28,0.448,0.713,0.196,DISC
"Raceanisodamine",0,22,305.4,9.46,0.369,0.826,0.265,DISC
"Racecadotril",0,27,385.5,10.75,0.478,0.878,0.161,DISC
"Ractopamine HCl",0,22,301.4,10.11,0.405,0.710,0.237,DISC
"Radotinib",0,39,530.5,16.49,0.301,0.869,0.352,ROD
"Raffinose",0,34,504.4,14.53,0.298,0.848,0.356,ROD
"Rafoxanide",0,27,626.0,15.65,0.176,0.843,0.563,ROD
"Raloxifene",0,34,473.6,15.48,0.263,0.801,0.410,ROD
"Raloxifene HCl",0,34,473.6,15.48,0.263,0.801,0.410,ROD
"Raltegravir (MK-0518)",0,32,444.4,11.24,0.382,0.756,0.255,DISC
"Raltegravir potassium",0,32,444.4,11.24,0.382,0.756,0.255,DISC
"Raltitrexed",0,32,458.5,14.58,0.186,0.947,0.547,ROD
"Ramatroban",0,29,416.5,13.22,0.198,0.914,0.522,ROD
"Ramipril",0,30,416.5,12.72,0.238,0.946,0.455,ROD
"Ramosetron Hydrochloride",0,21,279.3,9.95,0.278,0.819,0.385,ROD
"Ranitidine",0,21,314.4,11.67,0.159,0.938,0.599,ROD
"Ranitidine Hydrochloride",0,21,314.4,11.67,0.159,0.938,0.599,ROD
"Ranolazine",0,31,427.5,9.83,0.520,0.604,0.175,DISC
"Ranolazine 2HCl",0,31,427.5,9.83,0.520,0.604,0.175,DISC
"Rasagiline",0,13,171.2,7.79,0.211,0.875,0.495,ROD
"Rasagiline Mesylate",0,13,171.2,7.79,0.211,0.875,0.495,ROD
"Rebamipide",0,26,370.8,11.85,0.318,0.837,0.328,ROD
"Rebeprazole sodium",0,25,359.5,9.28,0.448,0.713,0.196,DISC
"Reboxetine mesylate",0,23,313.4,9.39,0.469,0.687,0.184,DISC
"Regadenoson",0,28,390.4,10.43,0.448,0.680,0.203,DISC
"Regorafenib (BAY 73-4506)",0,33,482.8,16.28,0.142,0.963,0.637,ROD
"Regorafenib Hydrochloride",0,33,482.8,16.28,0.142,0.963,0.637,ROD
"Regorafenib Monohydrate",0,33,482.8,16.28,0.142,0.963,0.637,ROD
"Relebactam",0,23,348.4,11.77,0.175,0.921,0.566,ROD
"Relugolix",0,44,623.6,20.34,0.243,0.806,0.441,ROD
"Remdesivir (GS-5734)",0,42,602.6,12.47,0.514,0.788,0.135,DISC
"Remogliflozin etabonate (GSK189075)",0,37,522.6,12.01,0.509,0.661,0.161,DISC
"Repaglinide",0,33,452.6,13.04,0.260,0.975,0.424,ROD
"Resazurin sodium",0,17,229.2,9.46,0.185,0.815,0.547,ROD
"Reserpine",0,44,608.7,17.30,0.269,0.933,0.404,ROD
"Resiquimod",0,23,314.4,10.11,0.375,0.717,0.268,DISC
"Resveratrol",0,17,228.2,11.09,0.099,0.903,0.732,ROD
"Retapamulin",0,36,517.8,12.05,0.321,0.895,0.326,ROD
"Retigabine",0,22,303.3,12.28,0.155,0.930,0.608,ROD
"Retigabine 2HCl",0,22,303.3,12.28,0.155,0.930,0.608,ROD
"Retinyl (Vitamin A) Palmitate",0,38,524.9,17.16,0.183,0.972,0.555,ROD
"Revaprazan Hydrochloride",0,27,362.5,14.18,0.172,0.882,0.570,ROD
"Revefenacin",0,44,597.8,17.81,0.188,0.922,0.542,ROD
"Rhodamine 123",0,26,344.4,9.51,0.619,0.683,0.094,SPHERE
"Rhodamine 6G",0,33,442.6,11.10,0.527,0.675,0.145,DISC
"Rhodamine B",0,33,441.6,13.26,0.395,0.718,0.247,DISC
"Rhynchophylline",0,28,384.5,10.21,0.458,0.978,0.191,DISC
"Ribavirin",0,17,244.2,8.70,0.298,0.841,0.355,ROD
"Ribitol",0,10,152.1,5.12,0.454,0.853,0.180,DISC
"Ribociclib (LEE011)",0,32,434.5,15.05,0.200,0.893,0.517,ROD
"Ribociclib hydrochloride",0,32,434.5,15.05,0.200,0.893,0.517,ROD
"Ribociclib succinate",0,32,434.5,15.05,0.200,0.893,0.517,ROD
"Riboflavin Tetrabutyrate",0,47,656.7,12.56,0.586,0.836,0.089,SPHERE
"Ribose",0,10,150.1,5.48,0.430,0.810,0.202,DISC
"Ribostamycin Sulfate",0,31,454.5,9.37,0.571,0.673,0.120,SPHERE
"Rifabutin",0,61,847.0,15.94,0.477,0.803,0.161,DISC
"Rifampicin",0,59,823.0,16.15,0.548,0.734,0.119,DISC
"Rifampin",0,59,823.0,16.15,0.548,0.734,0.119,DISC
"Rifamycin S",0,50,695.8,12.94,0.446,0.764,0.190,DISC
"Rifamycin sodium salt",0,50,697.8,13.73,0.517,0.772,0.134,DISC
"Rifapentine",0,63,877.0,16.29,0.568,0.853,0.099,SPHERE
"Rifaximin",0,57,785.9,12.92,0.685,0.775,0.052,SPHERE
"Rilmenidine Phosphate",0,13,180.3,6.62,0.354,0.835,0.282,DISC
"Rilpivirine",0,28,366.4,12.01,0.468,0.611,0.210,DISC
"Riluzole",0,15,234.2,9.59,0.111,0.930,0.704,ROD
"Rimantadine",0,13,179.3,5.44,0.416,0.946,0.224,DISC
"Rimantadine Hydrochloride",0,13,179.3,5.44,0.416,0.946,0.224,DISC
"Rimegepant (BMS-927711)",0,39,534.6,15.91,0.150,0.916,0.617,ROD
"Rimonabant",0,30,463.8,14.21,0.318,0.738,0.335,ROD
"Riociguat (BAY 63-2521)",0,31,422.4,12.45,0.253,0.828,0.424,ROD
"Ripasudil (K-115) hydrochloride dihydrate",0,22,323.4,9.14,0.278,0.871,0.386,ROD
"Ripretinib (DCC-2618)",0,33,510.4,15.19,0.313,0.778,0.338,ROD
"Risedronate Sodium",0,17,283.1,6.89,0.488,0.755,0.157,DISC
"Risperidone",0,30,410.5,9.55,0.471,0.697,0.180,DISC
"Ritodrine HCl",0,21,287.4,12.72,0.147,0.952,0.627,ROD
"Ritonavir",0,50,721.0,13.13,0.691,0.766,0.052,SPHERE
"Rivaroxaban",0,29,435.9,11.67,0.331,0.793,0.311,ROD
"Rivastigmine",0,18,250.3,9.83,0.223,0.881,0.475,ROD
"Rivastigmine Tartrate",0,18,250.3,9.83,0.223,0.881,0.475,ROD
"Rizatriptan Benzoate",0,20,269.4,11.33,0.202,0.908,0.514,ROD
"RO 41-0960",0,20,277.2,9.81,0.233,0.878,0.458,ROD
"Robenidine Hydrochoride",0,22,334.2,16.60,0.061,0.956,0.828,ROD
"Rocuronium Bromide",0,38,529.8,14.91,0.211,0.920,0.498,ROD
"Rofecoxib",0,22,314.4,10.03,0.239,0.824,0.447,ROD
"Roflumilast",0,26,403.2,12.64,0.265,0.917,0.409,ROD
"Rolapitant",0,35,500.5,13.54,0.333,0.896,0.312,ROD
"Rolipram",0,20,275.3,11.01,0.198,0.859,0.521,ROD
"Ronidazole",0,14,200.2,8.43,0.154,0.905,0.607,ROD
"Ropinirole HCl",0,19,260.4,9.89,0.291,0.944,0.374,ROD
"Ropivacaine",0,20,274.4,9.16,0.289,0.917,0.373,ROD
"Ropivacaine HCl",0,20,274.4,9.16,0.289,0.917,0.373,ROD
"Ropivacaine Mesilate",0,20,274.4,9.16,0.289,0.917,0.373,ROD
"Roquinimex",0,23,308.3,8.59,0.462,0.885,0.175,DISC
"Roscovitine",0,26,354.5,10.18,0.468,0.814,0.168,DISC
"Rosiglitazone",0,25,357.4,13.74,0.130,0.936,0.661,ROD
"Rosiglitazone HCl",0,25,357.4,13.74,0.130,0.936,0.661,ROD
"Rosiglitazone maleate",0,25,357.4,13.74,0.130,0.936,0.661,ROD
"Rosmarinic acid",0,26,360.3,16.44,0.074,0.992,0.798,ROD
"Rosuvastatin Calcium",0,33,481.5,13.12,0.310,0.816,0.339,ROD
"Rotenone",0,29,394.4,11.74,0.315,0.934,0.339,ROD
"Rotenone",0,29,394.4,11.74,0.315,0.934,0.339,ROD
"Rotenone (Barbasco)",0,29,394.4,12.04,0.286,0.942,0.381,ROD
"Rotigotine",0,22,315.5,11.76,0.199,0.824,0.520,ROD
"Rotundine",0,26,355.4,11.31,0.350,0.915,0.292,DISC
"Roxadustat (FG-4592)",0,26,352.3,14.22,0.134,0.918,0.651,ROD
"Roxatidine Acetate HCl",0,25,348.4,10.13,0.397,0.724,0.243,DISC
"Roxithromycin",0,58,837.1,14.29,0.601,0.770,0.085,SPHERE
"Rubitecan",0,29,393.4,12.79,0.153,0.879,0.610,ROD
"Ruboxistaurin (LY333531 HCl)",0,35,468.6,11.16,0.531,0.681,0.140,DISC
"Rucaparib",0,24,323.4,12.33,0.168,0.867,0.579,ROD
"Rucaparib (AG-014699,PF-01367338) phosphate",0,24,323.4,12.33,0.168,0.867,0.579,ROD
"Rucaparib Camsylate",0,24,323.4,12.33,0.168,0.867,0.579,ROD
"Rufinamide",0,17,238.2,8.59,0.240,0.866,0.446,ROD
"Rupatadine Fumarate",0,30,416.0,11.94,0.362,0.871,0.274,DISC
"Ruscogenin",0,31,430.6,16.01,0.099,0.943,0.732,ROD
"Rutaecarpine",0,22,287.3,10.98,0.157,0.847,0.603,ROD
"Rutin",0,43,610.5,15.75,0.341,0.719,0.309,ROD
"Rutin hydrate",0,43,610.5,15.75,0.341,0.719,0.309,ROD
"Ruxolitinib (INCB018424)",0,23,306.4,10.98,0.214,0.969,0.499,ROD
"Ruxolitinib Phosphate",0,23,306.4,10.98,0.214,0.969,0.499,ROD
"S-(4-Nitrobenzyl)-6-Thioinosine",0,29,419.4,11.58,0.375,0.821,0.258,DISC
"S-Ruxolitinib (INCB018424)",0,23,306.4,10.98,0.214,0.969,0.499,ROD
"S(-)-Propranolol hydrochloride",0,19,259.3,10.54,0.148,0.903,0.621,ROD
"Saccharin",0,12,183.2,5.17,0.463,0.668,0.194,DISC
"Saccharin sodium salt hydrate",0,12,183.2,5.17,0.463,0.668,0.194,DISC
"Sacubitril hemicalcium salt",0,30,411.5,13.76,0.214,0.974,0.499,ROD
"Safinamide",0,22,302.3,12.75,0.136,0.922,0.647,ROD
"Safinamide Mesylate",0,22,302.3,12.75,0.136,0.922,0.647,ROD
"Saikosaponin A",0,55,781.0,21.37,0.131,0.975,0.661,ROD
"Saikosaponin D",0,55,781.0,20.83,0.119,0.982,0.689,ROD
"Salbutamol",0,17,239.3,10.53,0.151,0.968,0.618,ROD
"Salbutamol Sulfate",0,17,239.3,10.53,0.151,0.968,0.618,ROD
"Salicin",0,20,286.3,8.84,0.347,0.727,0.300,ROD
"Salicylamide",0,10,137.1,5.10,0.340,0.669,0.324,DISC
"Salicylanilide",0,16,213.2,9.28,0.141,0.880,0.635,ROD
"Salicylic acid",0,10,138.1,5.07,0.338,0.662,0.328,DISC
"Salicylic Acid",0,10,138.1,5.07,0.338,0.662,0.328,DISC
"Salidroside",0,21,300.3,11.64,0.189,0.930,0.540,ROD
"Salinomycin, Sodium",0,53,751.0,15.10,0.366,0.909,0.273,DISC
"Salmeterol",0,30,415.6,16.86,0.140,0.962,0.641,ROD
"Salmeterol Xinafoate",0,30,415.6,16.86,0.140,0.962,0.641,ROD
"Salvianolic acid B",0,52,720.6,12.95,0.721,0.772,0.043,SPHERE
"Sancycline",0,30,414.4,11.01,0.336,0.883,0.306,ROD
"Sanguinarine",0,25,332.3,12.28,0.119,0.890,0.685,ROD
"Sanguinarine chloride",0,25,332.3,12.28,0.119,0.890,0.685,ROD
"Sanguinarine Chloride",0,25,332.3,12.28,0.119,0.890,0.685,ROD
"Sanguinarine Sulfate",0,25,332.3,12.28,0.119,0.890,0.685,ROD
"Sapindoside A",0,53,751.0,18.83,0.208,0.933,0.505,ROD
"Sapropterin Dihydrochloride",0,17,241.3,9.27,0.222,0.882,0.477,ROD
"Saquinavir (Ro 31-8959)",0,49,670.9,16.79,0.408,0.957,0.233,DISC
"Sarafloxacin HCl",0,28,385.4,10.20,0.470,0.581,0.223,DISC
"Saroglitazar",0,31,439.6,11.41,0.511,0.741,0.142,DISC
"Sarpogrelate hydrochloride",0,31,429.5,12.10,0.413,0.760,0.221,DISC
"Sasapyrine",0,19,258.2,9.07,0.261,0.863,0.411,ROD
"Saxagliptin",0,23,315.4,9.25,0.230,0.951,0.469,ROD
"Saxagliptin hydrate",0,23,315.4,9.25,0.230,0.951,0.469,ROD
"SB 204741",0,20,286.4,13.72,0.056,0.949,0.840,ROD
"SB 222200",0,29,380.5,10.85,0.376,0.729,0.265,DISC
"Scopolamine",0,22,303.4,8.65,0.390,0.785,0.243,DISC
"Scopolamine HBr",0,22,303.4,8.65,0.390,0.785,0.243,DISC
"Scopolamine HBr trihydrate",0,22,303.4,8.65,0.390,0.785,0.243,DISC
"Scutellarin",0,33,462.4,13.07,0.339,0.749,0.306,ROD
"Sebacic acid",0,14,202.2,6.85,0.442,0.660,0.215,DISC
"Secnidazole",0,13,185.2,5.90,0.481,0.657,0.183,DISC
"Secologanin",0,27,388.4,11.82,0.315,0.866,0.332,ROD
"Securinine",0,16,217.3,7.16,0.363,0.749,0.277,DISC
"Selamectin",0,55,770.0,17.33,0.448,0.683,0.203,DISC
"Selexipag",0,35,496.6,10.47,0.581,0.847,0.092,SPHERE
"Selinexor (KPT-330)",0,31,443.3,10.30,0.444,0.819,0.189,DISC
"Selpercatinib (LOXO-292, ARRY-192)",0,39,525.6,20.14,0.123,0.900,0.675,ROD
"Selumetinib (AZD6244)",0,27,457.7,12.19,0.339,0.743,0.308,ROD
"Sennoside A",0,62,862.7,18.88,0.235,0.955,0.461,ROD
"Sennoside B",0,62,862.7,15.95,0.422,0.844,0.209,DISC
"Serotonin HCl",0,13,176.2,5.98,0.385,0.653,0.274,DISC
"Sertaconazole nitrate",0,27,437.8,10.57,0.455,0.941,0.187,DISC
"Sertraline HCl",0,20,306.2,9.37,0.300,0.954,0.362,ROD
"Sevoflurane",0,12,200.1,4.85,0.537,0.732,0.126,DISC
"Sildenafil",0,33,474.6,13.17,0.349,0.767,0.291,ROD
"Sildenafil Citrate",0,33,474.6,13.17,0.349,0.767,0.291,ROD
"Sildenafil Mesylate",0,33,474.6,13.17,0.349,0.767,0.291,ROD
"Silibinin",0,35,482.4,14.07,0.232,0.922,0.463,ROD
"Silodosin",0,35,495.5,12.54,0.441,0.703,0.204,DISC
"Simeprevir",0,52,750.0,17.48,0.270,0.901,0.399,ROD
"Simvastatin",0,30,418.6,10.16,0.603,0.847,0.080,SPHERE
"Sinensetin",0,27,372.4,12.96,0.170,0.874,0.575,ROD
"Sinomenine",0,24,329.4,8.09,0.630,0.701,0.085,SPHERE
"Sinomenine hydrochloride",0,24,329.4,9.33,0.591,0.722,0.098,SPHERE
"Siramesine HCl",0,34,454.6,14.89,0.238,0.948,0.455,ROD
"Sisomicin sulfate",0,31,447.5,10.79,0.444,0.755,0.193,DISC
"Sitafloxacin Hydrate",0,28,409.8,12.35,0.249,0.836,0.430,ROD
"Sitagliptin",0,28,407.3,16.10,0.078,0.977,0.786,ROD
"Sitagliptin phosphate monohydrate",0,28,407.3,16.10,0.078,0.977,0.786,ROD
"Sivelestat (ONO-5046)",0,30,434.5,9.57,0.439,0.901,0.196,DISC
"Sivelestat sodium tetrahydrate",0,30,434.5,9.57,0.439,0.901,0.196,DISC
"Skf 96365",0,27,366.5,10.38,0.488,0.647,0.181,DISC
"Sobuzoxane",0,36,514.5,9.98,0.750,0.795,0.033,SPHERE
"Sodium 4-Aminosalicylate",0,11,153.1,6.44,0.253,0.788,0.427,ROD
"Sodium Aescinate",0,19,294.5,8.87,0.364,0.809,0.270,DISC
"Sodium ascorbate",0,12,176.1,6.09,0.376,0.843,0.257,DISC
"Sodium benzoate",0,9,122.1,5.07,0.226,0.774,0.476,ROD
"Sodium butyrate",0,6,88.1,3.82,0.341,0.867,0.299,ROD
"Sodium cholate",0,30,422.6,11.00,0.283,0.909,0.380,ROD
"Sodium citrate",0,13,192.1,5.42,0.688,0.741,0.057,SPHERE
"Sodium citrate dihydrate",0,13,192.1,6.41,0.428,0.871,0.204,DISC
"Sodium Danshensu",0,19,294.5,8.87,0.364,0.809,0.270,DISC
"Sodium Dehydrocholate",0,19,294.5,8.87,0.364,0.809,0.270,DISC
"Sodium Demethylcantharidate",0,19,294.5,8.87,0.364,0.809,0.270,DISC
"Sodium dichloroacetate (DCA)",0,6,128.9,3.66,0.539,0.684,0.135,DISC
"Sodium etidronate",0,11,206.0,5.61,0.466,0.924,0.175,DISC
"Sodium ferulate",0,14,194.2,8.73,0.147,0.869,0.624,ROD
"Sodium Gluconate",0,13,194.1,6.39,0.426,0.689,0.221,DISC
"Sodium gualenate",0,19,278.4,9.62,0.222,0.846,0.475,ROD
"Sodium Houttuyfonate",0,18,280.4,9.87,0.280,0.831,0.382,ROD
"Sodium Hyaluronate",0,19,294.5,8.87,0.364,0.809,0.270,DISC
"Sodium L-lactate",0,6,90.1,3.63,0.401,0.711,0.242,DISC
"Sodium lauryl sulfate",0,16,250.4,10.88,0.148,0.934,0.623,ROD
"Sodium Phenylbutyrate",0,12,164.2,7.29,0.190,0.881,0.535,ROD
"Sodium phytate hydrate",0,19,294.5,8.87,0.364,0.809,0.270,DISC
"Sodium Picosulfate",0,29,437.5,13.19,0.343,0.714,0.308,ROD
"Sodium salicylate",0,10,138.1,5.07,0.338,0.662,0.328,DISC
"Sodium stibogluconate",0,31,679.8,9.45,0.562,0.922,0.106,SPHERE
"Sodium succinate",0,8,118.1,4.92,0.320,0.961,0.336,ROD
"Sodium sulfadiazine",0,17,250.3,8.75,0.330,0.807,0.313,ROD
"Sodium tauroglycocholate",0,19,294.5,8.87,0.364,0.809,0.270,DISC
