name,hit,heavy_atoms,mw,length_A,npr1,npr2,asphericity,shape_class
"4'-Bromoacetophenone",0,10,199.0,7.07,0.077,0.923,0.786,ROD
"4'-Hydroxyacetophenone",0,10,136.1,6.53,0.158,0.842,0.601,ROD
"5-(N-Methyl-N-Isobutyl)Amiloride",0,20,299.8,9.65,0.316,0.847,0.330,ROD
"5-(N,N-Hexamethylene)Amiloride",0,21,311.8,11.16,0.203,0.849,0.511,ROD
"5-Aminolevulinic acid HCl",0,9,131.1,6.29,0.216,0.982,0.498,ROD
"5-Bromo-2'-Deoxyuridine",0,17,307.1,8.29,0.300,0.730,0.363,ROD
"5-Fluoro-2'-Deoxyuridine",0,17,246.2,9.55,0.230,0.877,0.462,ROD
"5-Fluororotic Acid (5-Foa)",0,12,174.1,5.91,0.401,0.599,0.280,DISC
"5-hydroxymethyl Tolterodine (PNU 200577, 5-HMT, 5-HM)",0,25,341.5,9.25,0.559,0.690,0.122,SPHERE
"5-Hydroxymethylfurfural",0,9,126.1,6.30,0.165,0.874,0.586,ROD
"5-hydroxytryptophan (5-HTP)",0,16,220.2,8.17,0.268,0.852,0.400,ROD
"5-Methoxytryptamine",0,14,190.2,6.49,0.388,0.674,0.264,DISC
"5,5-Dimethyl Oxazolidine 2,4-Dione",0,9,129.1,4.51,0.442,0.764,0.193,DISC
"5,5-Dimethyloxazolidine-2,4-dione",0,9,129.1,4.51,0.442,0.764,0.193,DISC
"5,5'-Methylenebis(2-Hydroxy-4-Methoxy-Benzophenone)",0,38,530.7,13.06,0.469,0.879,0.169,DISC
"5,7-Dihydroxy-4-methylcoumarin",0,14,192.2,7.01,0.346,0.654,0.321,DISC
"6-Acetamidohexanoic acid",0,12,173.2,5.68,0.423,0.724,0.217,DISC
"6-Aminonicotinamide",0,10,137.1,6.36,0.162,0.849,0.591,ROD
"6-Aminopenicillanic acid",0,14,216.3,6.60,0.465,0.714,0.182,DISC
"6-Mercaptopurine (6-MP) Monohydrate",0,10,152.2,5.00,0.353,0.647,0.315,DISC
"6-Methoxy-2-naphthoic acid",0,15,202.2,9.30,0.114,0.886,0.696,ROD
"7-Aminocephalosporanic acid",0,18,272.3,8.68,0.375,0.793,0.258,DISC
"7-Cyclopentyl-5-(4-Phenoxy)Phenyl-7H-Pyrrolo[2,3-D]Pyrimidin-4-Ylamine",0,28,370.5,12.55,0.212,0.827,0.496,ROD
"7-Methoxycoumarin",0,13,176.2,7.32,0.199,0.801,0.521,ROD
"7-Nitroindazole",0,12,163.1,5.83,0.355,0.645,0.313,DISC
"8-Hydroxyquinoline",0,11,145.2,5.02,0.369,0.631,0.301,DISC
"8-Quinolinol",0,11,145.2,5.02,0.369,0.631,0.301,DISC
"9-Aminoacridine",0,15,194.2,7.39,0.233,0.768,0.463,ROD
"Abacavir",0,21,286.3,11.17,0.195,0.899,0.526,ROD
"Abacavir sulfate",0,21,286.3,11.17,0.195,0.899,0.526,ROD
"Abametapir",0,14,184.2,10.02,0.093,0.907,0.748,ROD
"Abemaciclib",0,37,506.6,13.62,0.349,0.679,0.309,DISC
"abemaciclib (LY2835219)",0,37,506.6,13.62,0.349,0.679,0.309,DISC
"Abiraterone Acetate",0,29,391.6,14.18,0.123,0.934,0.676,ROD
"Abscisic Acid (Dormin���",0,19,264.3,8.59,0.374,0.892,0.261,DISC
"ABT-492(Delafloxacin, RX-3341, WQ-3034)",0,30,440.8,11.55,0.460,0.622,0.212,DISC
"Ac 915 Oxalate",0,19,302.2,12.70,0.085,0.975,0.769,ROD
"Acalabrutinib (ACP-196)",0,35,465.5,14.90,0.186,0.936,0.546,ROD
"Acamprosate Calcium",0,11,181.2,6.71,0.293,0.860,0.362,ROD
"Acarbose",0,44,645.6,13.38,0.355,0.830,0.281,DISC
"ACC",0,7,101.1,3.63,0.503,0.955,0.150,DISC
"ACC Hydrochloride",0,7,101.1,3.63,0.503,0.955,0.150,DISC
"Acebutolol HCl",0,24,336.4,12.10,0.272,0.776,0.398,ROD
"Aceclidine HCl",0,12,169.2,6.50,0.265,0.945,0.412,ROD
"Aceclofenac",0,23,354.2,8.40,0.546,0.672,0.134,DISC
"Aceglutamide",0,13,188.2,6.79,0.456,0.742,0.184,DISC
"Acemetacin",0,29,415.8,13.93,0.242,0.816,0.443,ROD
"Acesulfame Potassium",0,10,163.2,4.88,0.519,0.656,0.156,DISC
"Acetamide",0,4,59.1,2.42,0.486,0.514,0.251,DISC
"Acetazolamide",0,13,222.3,8.56,0.165,0.894,0.584,ROD
"Acetohexamide",0,22,324.4,10.73,0.334,0.798,0.308,ROD
"Acetohydroxamic acid",0,5,75.1,3.71,0.276,0.726,0.401,ROD
"Acetophenone",0,9,120.2,5.22,0.230,0.770,0.469,ROD
"Acetylcholine Chloride",0,10,146.2,6.61,0.190,0.944,0.538,ROD
"Acetylcholine iodide",0,10,146.2,6.61,0.190,0.944,0.538,ROD
"Acetylcysteine",0,10,163.2,6.50,0.334,0.867,0.307,ROD
"Acetylleucine",0,12,173.2,6.50,0.418,0.790,0.214,DISC
"Aciclovir",0,16,225.2,8.74,0.218,0.855,0.483,ROD
"Acid Red 27",0,35,538.5,14.10,0.299,0.760,0.359,ROD
"Acipimox",0,11,154.1,6.50,0.217,0.783,0.490,ROD
"Acitretin",0,24,326.4,15.97,0.079,0.990,0.785,ROD
"Acivicin",0,11,178.6,6.71,0.178,0.949,0.563,ROD
"Aclidinium Bromide",0,33,484.7,13.99,0.210,0.936,0.501,ROD
"Acotiamide",0,31,450.6,15.54,0.207,0.835,0.503,ROD
"Acotiamide hydrochloride",0,31,450.6,15.54,0.207,0.835,0.503,ROD
"Acriflavinium Hydrochloride",0,17,224.3,9.73,0.161,0.842,0.595,ROD
"Acrivastine",0,26,348.4,11.41,0.408,0.873,0.224,DISC
"Actarit",0,14,193.2,10.12,0.099,0.966,0.734,ROD
"Adapalene",0,31,412.5,15.06,0.131,0.923,0.658,ROD
"Adefovir Dipivoxil",0,34,501.5,11.84,0.520,0.589,0.182,DISC
"Ademetionine",0,27,398.4,13.43,0.177,0.897,0.562,ROD
"Ademetionine disulfate tosylate",0,27,398.4,13.43,0.177,0.897,0.562,ROD
"Adenine",0,10,135.1,4.64,0.399,0.601,0.280,DISC
"Adenine",0,10,135.1,4.64,0.399,0.601,0.280,DISC
"Adenine HCl",0,10,135.1,4.64,0.399,0.601,0.280,DISC
"Adenine sulfate",0,10,135.1,4.64,0.399,0.601,0.280,DISC
"Adenosine",0,19,267.2,8.81,0.254,0.801,0.424,ROD
"Adenosine 5'-monophosphate monohydrate",0,23,347.2,12.11,0.129,0.932,0.663,ROD
"Adenosine disodium triphosphate",0,23,347.2,12.11,0.129,0.932,0.663,ROD
"Adiphenine HCl",0,23,311.4,10.76,0.346,0.820,0.292,ROD
"Adipic acid",0,10,146.1,7.02,0.160,0.956,0.599,ROD
"ADP",0,27,427.2,9.77,0.493,0.697,0.163,DISC
"Adrafinil",0,20,289.4,8.66,0.412,0.806,0.219,DISC
"Adrenalone HCl",0,13,181.2,8.52,0.142,0.878,0.633,ROD
"Afatinib (BIBW2992)",0,34,485.9,14.70,0.312,0.733,0.346,ROD
"Afatinib (BIBW2992) Dimaleate",0,34,485.9,14.70,0.312,0.733,0.346,ROD
"Afloqualone",0,21,283.3,9.88,0.264,0.822,0.407,ROD
"Agomelatine",0,18,243.3,7.64,0.460,0.671,0.196,DISC
"Ajmaline",0,24,326.4,9.94,0.264,0.921,0.411,ROD
"AKBA",0,37,512.7,15.23,0.160,0.935,0.597,ROD
"Aklavine Hydrochloride",0,41,569.6,13.52,0.425,0.655,0.232,DISC
"Ala-Gln",0,15,217.2,7.08,0.503,0.676,0.161,DISC
"Albendazole",0,18,265.3,11.75,0.139,0.963,0.643,ROD
"Albendazole Oxide",0,19,281.3,11.64,0.110,0.985,0.710,ROD
"Alcaftadine",0,23,307.4,10.37,0.421,0.675,0.230,DISC
"Alectinib (CH5424802)",0,36,482.6,20.24,0.071,0.955,0.802,ROD
"Alectinib hydrochloride",0,36,482.6,20.24,0.071,0.955,0.802,ROD
"Alendronate sodium trihydrate",0,14,249.1,5.98,0.517,0.794,0.132,DISC
"Aleuritic Acid",0,21,304.4,11.82,0.228,0.830,0.465,ROD
"Alfacalcidol",0,29,400.6,14.91,0.154,0.957,0.612,ROD
"Alfuzosin",0,28,389.5,11.46,0.313,0.925,0.340,ROD
"Alfuzosin HCl",0,28,389.5,11.46,0.313,0.925,0.340,ROD
"Alibendol",0,18,251.3,8.80,0.354,0.733,0.290,DISC
"Alimemazine Tartrate",0,21,298.5,7.70,0.676,0.700,0.069,SPHERE
"Aliskiren",0,39,551.8,14.96,0.404,0.853,0.227,DISC
"Aliskiren Hemifumarate",0,39,551.8,14.96,0.404,0.853,0.227,DISC
"Alizapride HCl",0,23,315.4,11.75,0.194,0.943,0.532,ROD
"Allantoin",0,11,158.1,6.72,0.225,0.866,0.471,ROD
"Allopurinol",0,10,136.1,4.67,0.368,0.633,0.302,DISC
"Allopurinol Sodium",0,10,136.1,4.67,0.368,0.633,0.302,DISC
"Allylestrenol",0,22,300.5,9.45,0.241,0.882,0.444,ROD
"Allylthiourea",0,7,116.2,5.65,0.149,0.921,0.619,ROD
"Almitrine mesylate",0,35,477.6,15.46,0.342,0.762,0.300,ROD
"Almotriptan Malate",0,23,335.5,10.27,0.352,0.865,0.286,DISC
"Alogliptin",0,25,339.4,9.16,0.435,0.830,0.196,DISC
"Alogliptin���SYK-322���benzoate",0,25,339.4,9.16,0.435,0.830,0.196,DISC
"Aloin",0,30,418.4,9.45,0.599,0.814,0.083,SPHERE
"Alosetron Hydrochloride",0,22,294.4,9.73,0.243,0.863,0.441,ROD
"Alpelisib (BYL719)",0,30,441.5,14.60,0.113,0.972,0.702,ROD
"Alpha-Aminoisobutyric Acid",0,7,103.1,3.69,0.537,0.820,0.117,DISC
"alpha-Arbutin",0,19,272.3,10.03,0.213,0.879,0.493,ROD
"Alpha-L-Rhamnose",0,11,164.2,5.36,0.552,0.772,0.112,SPHERE
"Alprenolol hydrochloride",0,18,249.4,10.57,0.214,0.929,0.494,ROD
"Alprostadil",0,25,354.5,15.26,0.203,0.885,0.510,ROD
"Altrenogest",0,23,310.4,10.86,0.213,0.893,0.493,ROD
"Altretamine",0,15,210.3,7.04,0.502,0.508,0.242,DISC
"Alverine",0,21,281.4,10.48,0.228,0.890,0.467,ROD
"Alverine Citrate",0,21,281.4,10.48,0.228,0.890,0.467,ROD
"Alvimopan",0,31,424.5,11.68,0.315,0.949,0.341,ROD
"Alvimopan dihydrate",0,31,424.5,11.68,0.315,0.949,0.341,ROD
"Amantadine",0,11,151.3,4.29,0.667,1.000,0.062,SPHERE
"Amantadine HCl",0,11,151.3,4.29,0.667,1.000,0.062,SPHERE
"Ambrisentan",0,28,378.4,9.72,0.475,0.731,0.170,DISC
"Ambroxol",0,18,378.1,10.79,0.270,0.755,0.405,ROD
"Ambroxol HCl",0,18,378.1,10.79,0.270,0.755,0.405,ROD
"Amcinonide",0,36,502.6,14.38,0.258,0.885,0.417,ROD
"amdinocillin",0,22,325.4,11.64,0.169,0.979,0.584,ROD
"Amenamevir",0,34,482.6,15.32,0.238,0.828,0.449,ROD
"Amezinium (methylsulfate)",0,15,202.2,8.45,0.244,0.806,0.440,ROD
"Amfebutamone (Bupropion) HCl",0,16,239.7,8.64,0.288,0.926,0.375,ROD
"Amfenac Sodium Monohydrate",0,19,255.3,10.30,0.208,0.971,0.509,ROD
"Amifostine",0,12,214.2,6.67,0.361,0.843,0.274,DISC
"Amikacin disulfate",0,40,585.6,15.82,0.347,0.706,0.304,ROD
"Amikacin hydrate",0,40,585.6,15.82,0.347,0.706,0.304,ROD
"Amikacin Sulfate Salt",0,40,585.6,15.82,0.347,0.706,0.304,ROD
"Amiloride",0,15,229.6,8.46,0.260,0.753,0.421,ROD
"Amiloride HCl",0,15,229.6,8.42,0.278,0.723,0.398,ROD
"Amiloride HCl dihydrate",0,15,229.6,8.42,0.278,0.723,0.398,ROD
"Amiloxate",0,18,248.3,12.18,0.105,0.918,0.717,ROD
"Aminoglutethimide",0,17,232.3,9.73,0.223,0.954,0.482,ROD
"Aminoguanidine hydrochloride",0,5,74.1,3.51,0.278,0.722,0.398,ROD
"Aminophylline",0,13,180.2,5.84,0.423,0.577,0.268,DISC
"Aminopterin",0,32,440.4,15.93,0.161,0.928,0.594,ROD
"Aminopterin",0,32,440.4,15.93,0.161,0.928,0.594,ROD
"Amiodarone HCl",0,31,645.3,14.63,0.367,0.838,0.267,DISC
"Amisulpride",0,25,369.5,11.23,0.232,0.905,0.460,ROD
"Amitraz",0,22,293.4,13.70,0.132,0.966,0.659,ROD
"Amitriptyline",0,21,277.4,9.43,0.371,0.754,0.267,DISC
"Amitriptyline HCl",0,21,277.4,9.43,0.371,0.754,0.267,DISC
"Amlexanox",0,22,298.3,11.48,0.142,0.879,0.634,ROD
"Amlodipine",0,28,408.9,10.89,0.514,0.792,0.134,DISC
"Amlodipine Besylate",0,28,408.9,10.89,0.514,0.792,0.134,DISC
"Amlodipine maleate",0,28,408.9,10.89,0.514,0.792,0.134,DISC
"Ammonium formate",0,3,46.0,2.24,0.077,0.923,0.786,ROD
"Ammonium Glycyrrhizate",0,58,822.9,17.93,0.238,0.961,0.457,ROD
"Ammonium Glycyrrhizinate",0,58,822.9,17.93,0.238,0.961,0.457,ROD
"Ammonium lactate",0,6,90.1,3.63,0.401,0.711,0.242,DISC
"Amodiaquine",0,25,355.9,9.75,0.437,0.778,0.197,DISC
"Amodiaquine dihydrochloride dihydrate",0,25,355.9,9.75,0.437,0.778,0.197,DISC
"Amodiaquine hydrochloride",0,25,355.9,9.75,0.437,0.778,0.197,DISC
"Amonafide",0,21,283.3,9.20,0.368,0.780,0.267,DISC
"Amorolfine HCl",0,23,317.5,10.90,0.311,0.801,0.338,ROD
"Amoxapine",0,22,313.8,8.50,0.519,0.627,0.166,DISC
"Amoxicillin",0,25,365.4,9.96,0.351,0.860,0.286,DISC
"Amoxicillin Sodium",0,25,365.4,9.96,0.351,0.860,0.286,DISC
"Amoxicillin trihydrate",0,25,365.4,9.96,0.351,0.860,0.286,DISC
"Ampalex (CX-516)",0,18,241.3,9.66,0.156,0.951,0.607,ROD
"Ampicillin sodium",0,24,349.4,12.29,0.152,0.942,0.614,ROD
"Ampicillin Trihydrate",0,24,349.4,12.29,0.152,0.942,0.614,ROD
"Ampiroxicam",0,31,447.5,11.13,0.506,0.868,0.139,DISC
"Amprenavir",0,35,505.6,13.71,0.387,0.835,0.244,DISC
"Amprolium",0,18,243.3,8.82,0.247,0.918,0.438,ROD
"Amprolium HCl",0,18,243.3,8.82,0.247,0.918,0.438,ROD
"Amsacrine hydrochloride",0,28,393.5,11.37,0.328,0.958,0.325,ROD
"Amygdalin",0,32,457.4,12.48,0.310,0.897,0.342,ROD
"Amylmetacresol",0,13,178.3,8.30,0.277,0.880,0.387,ROD
"Anagliptin",0,28,383.5,12.34,0.271,0.823,0.395,ROD
"Anagrelide HCl",0,16,256.1,9.88,0.152,0.849,0.613,ROD
"Anamorelin",0,40,546.7,12.64,0.553,0.848,0.107,SPHERE
"Anastrozole",0,22,293.4,9.25,0.469,0.646,0.196,DISC
"Andrographolide",0,25,350.5,11.52,0.194,0.895,0.529,ROD
"Androsta-1,4-Dien-3,17-Dione",0,21,284.4,9.41,0.315,0.984,0.346,ROD
"Androsterone",0,21,290.4,10.94,0.158,0.914,0.600,ROD
"Anethole trithione",0,14,240.4,9.90,0.136,0.916,0.648,ROD
"Aniracetam",0,16,219.2,9.48,0.150,0.921,0.616,ROD
"Anisindione",0,19,252.3,10.13,0.193,0.929,0.532,ROD
"Anisodamine Hydrobromide",0,22,305.4,9.46,0.369,0.826,0.265,DISC
"Anisotropine Methylbromide",0,20,282.4,8.66,0.327,0.899,0.319,ROD
"Anlotinib (AL3818) dihydrochloride",0,30,407.4,13.83,0.243,0.890,0.441,ROD
"Ansamitocin p-3 (Maytansinol isobutyrate, NSC292222)",0,44,635.2,13.25,0.550,0.704,0.123,SPHERE
"Anthothecol",0,19,255.3,8.61,0.361,0.794,0.275,DISC
"Anthracene-9-Carboxylic Acid",0,17,222.2,7.50,0.383,0.662,0.274,DISC
"Antimycin A",0,39,548.6,15.90,0.210,0.883,0.498,ROD
"Antimycin A",0,39,548.6,15.90,0.210,0.883,0.498,ROD
"Antineoplaston A10",0,18,246.3,10.03,0.181,0.889,0.554,ROD
"Antipyrine",0,14,188.2,7.59,0.265,0.788,0.408,ROD
"Apalutamide?(ARN-509)",0,33,477.4,16.49,0.139,0.952,0.642,ROD
"Apatinib",0,30,397.5,14.66,0.153,0.894,0.610,ROD
"Apigenin",0,20,270.2,10.81,0.168,0.850,0.580,ROD
"Apixaban",0,34,459.5,15.07,0.245,0.794,0.439,ROD
"Apraclonidine HCI",0,15,245.1,8.47,0.415,0.721,0.225,DISC
"Apramycin Sulfate",0,37,539.6,15.61,0.194,0.905,0.529,ROD
"Apremilast (CC-10004)",0,32,460.5,13.39,0.361,0.879,0.276,DISC
"Aprepitant",0,37,534.4,14.24,0.249,0.897,0.431,ROD
"Apronal",0,13,184.2,7.95,0.308,0.875,0.343,ROD
"Arbidol HCl",0,29,477.4,10.29,0.438,0.692,0.210,DISC
"Arbutin",0,19,272.3,9.65,0.265,0.863,0.405,ROD
"Arecoline HBr",0,11,155.2,6.31,0.242,0.845,0.442,ROD
"Arformoterol Tartrate",0,25,344.4,12.56,0.216,0.833,0.487,ROD
"Argatroban",0,35,508.6,11.98,0.480,0.740,0.165,DISC
"Argatroban Monohydrate",0,35,508.6,11.98,0.480,0.740,0.165,DISC
"Aripiprazole",0,30,448.4,19.52,0.058,0.982,0.837,ROD
"Aristolochic acid A",0,25,341.3,9.71,0.423,0.612,0.251,DISC
"Arteether",0,22,312.4,7.32,0.585,0.777,0.093,SPHERE
"Artemisinin",0,20,282.3,7.37,0.512,0.642,0.165,DISC
"Artesunate",0,27,384.4,9.66,0.363,0.909,0.276,DISC
"Articaine HCl",0,19,284.4,8.95,0.366,0.678,0.289,DISC
"Asarinin (-)",0,26,354.4,13.10,0.132,0.964,0.659,ROD
"Ascomycin (FK520)",0,56,792.0,16.70,0.487,0.883,0.154,DISC
"Asenapine maleate",0,20,285.8,8.50,0.386,0.749,0.251,DISC
"Asiatic Acid",0,35,488.7,13.36,0.167,0.951,0.584,ROD
"Aspartame",0,21,294.3,10.77,0.227,0.893,0.468,ROD
"Aspirin",0,13,180.2,6.34,0.482,0.652,0.184,DISC
"Astemizole",0,34,458.6,16.63,0.192,0.863,0.531,ROD
"Astragaloside IV",0,55,785.0,19.06,0.286,0.812,0.374,ROD
"Asulam",0,15,230.2,8.18,0.362,0.818,0.273,DISC
"Asunaprevir",0,51,748.3,13.54,0.612,0.762,0.081,SPHERE
"Ataluren (PTC124)",0,21,284.2,11.25,0.156,0.844,0.606,ROD
"Atazanavir",0,51,704.9,15.29,0.426,0.705,0.218,DISC
"Atazanavir Sulfate",0,51,704.9,15.29,0.426,0.705,0.218,DISC
"Atenolol",0,19,266.3,12.64,0.145,0.979,0.634,ROD
"Atipamezole",0,16,212.3,7.14,0.349,0.860,0.289,ROD
"Atomoxetine HCl",0,19,255.4,8.72,0.380,0.812,0.253,DISC
"atorvastatin",0,41,558.7,14.87,0.262,0.807,0.411,ROD
"Atorvastatin Calcium",0,41,558.7,14.87,0.262,0.807,0.411,ROD
"Atovaquone",0,26,366.8,14.95,0.087,0.945,0.761,ROD
"ATP",0,31,507.2,9.15,0.593,0.750,0.092,SPHERE
"ATP disodium",0,31,507.2,9.15,0.593,0.750,0.092,SPHERE
"Atrazine",0,14,215.7,6.95,0.441,0.655,0.217,DISC
"Atrazine",0,14,215.7,6.95,0.441,0.655,0.217,DISC
"Atropine",0,21,289.4,9.73,0.286,0.879,0.374,ROD
"Atropine sulfate",0,21,289.4,9.73,0.286,0.879,0.374,ROD
"Atropine sulfate monohydrate",0,21,289.4,9.73,0.286,0.879,0.374,ROD
"Aucubin",0,24,346.3,9.93,0.307,0.846,0.342,ROD
"Aurintricarboxylic Acid",0,31,422.3,11.43,0.490,0.682,0.169,DISC
"Avanafil",0,34,484.0,14.91,0.228,0.865,0.466,ROD
"Avatrombopag",0,42,649.7,19.33,0.192,0.844,0.532,ROD
"Avermectin B1(Abamectin)",0,62,873.1,21.58,0.248,0.833,0.433,ROD
"Avibactam sodium",0,17,265.2,8.91,0.190,0.942,0.539,ROD
"Avobenzone",0,23,310.4,12.66,0.210,0.968,0.505,ROD
"Axitinib",0,28,386.5,14.51,0.144,0.952,0.632,ROD
"Azacitidine",0,17,244.2,8.21,0.305,0.788,0.348,ROD
"Azamethiphos",0,19,324.7,10.14,0.218,0.860,0.483,ROD
"Azaperone",0,24,327.4,15.45,0.080,0.969,0.781,ROD
"Azasetron HCl",0,24,349.8,10.53,0.284,0.756,0.383,ROD
"Azatadine dimaleate",0,22,290.4,8.76,0.492,0.672,0.170,DISC
"Azathioprine",0,19,277.3,7.41,0.410,0.749,0.226,DISC
"Azathramycin",0,51,735.0,15.26,0.369,0.766,0.268,DISC
"Azelaic acid",0,13,188.2,8.89,0.154,0.971,0.614,ROD
"Azelastine HCl",0,27,381.9,11.08,0.342,0.710,0.310,ROD
"Azelnidipine",0,43,582.7,15.87,0.227,0.902,0.468,ROD
"Azilsartan",0,34,456.5,12.15,0.302,0.778,0.353,ROD
"Azilsartan Medoxomil",0,42,568.5,13.82,0.515,0.690,0.149,DISC
"Azithromycin",0,52,749.0,15.11,0.458,0.949,0.185,DISC
"Azithromycin Dihydrate",0,52,749.0,15.11,0.458,0.949,0.185,DISC
"Azlocillin sodium salt",0,32,461.5,14.02,0.228,0.878,0.467,ROD
"Aztreonam",0,28,435.4,11.44,0.273,0.852,0.392,ROD
"BAF312 (Siponimod)",0,37,516.6,14.14,0.272,0.934,0.399,ROD
"Baicalein",0,20,270.2,10.49,0.184,0.836,0.549,ROD
"Baicalin",0,32,446.4,13.90,0.181,0.923,0.555,ROD
"Balofloxacin",0,28,389.4,13.07,0.226,0.828,0.471,ROD
"Balofloxacin Dihydrate",0,28,389.4,13.07,0.226,0.828,0.471,ROD
"Baloxavir",0,34,483.5,10.34,0.583,0.613,0.135,SPHERE
"Baloxavir marboxil",0,40,571.6,11.54,0.557,0.912,0.108,SPHERE
"Balsalazide",0,26,357.3,16.18,0.082,0.984,0.775,ROD
"Balsalazide disodium",0,26,357.3,16.18,0.082,0.984,0.775,ROD
"Bambuterol HCl",0,26,367.4,11.10,0.567,0.601,0.148,SPHERE
"Barban",0,16,258.1,11.16,0.135,0.975,0.654,ROD
"Baricitinib (LY3009104, INCB028050)",0,26,371.4,12.98,0.167,0.945,0.584,ROD
"Baricitinib phosphate",0,26,371.4,12.98,0.167,0.945,0.584,ROD
"Barnidipine",0,36,491.5,9.45,0.704,0.899,0.040,SPHERE
"Batyl alcohol",0,24,344.6,16.11,0.159,0.927,0.598,ROD
"Bay 11-7085",0,17,249.3,10.75,0.184,0.934,0.550,ROD
"Bay K 8644",0,25,356.3,7.82,0.808,0.867,0.016,SPHERE
"Bazedoxifene Acetate",0,35,470.6,15.06,0.237,0.861,0.450,ROD
"Bazedoxifene HCl",0,35,470.6,15.06,0.237,0.861,0.450,ROD
"Beclamide",0,13,197.7,8.87,0.139,0.967,0.645,ROD
"Beclomethasone dipropionate",0,36,521.1,13.28,0.322,0.898,0.326,ROD
"Bedaquiline",0,37,555.5,12.83,0.352,0.869,0.286,DISC
"Bedaquiline fumarate",0,37,555.5,12.83,0.352,0.869,0.286,DISC
"Bekanamycin",0,33,483.5,9.72,0.674,0.727,0.064,SPHERE
"Belinostat (PXD101)",0,22,318.4,10.27,0.354,0.823,0.282,DISC
"Belotecan (CKD-602) hydrochloride",0,32,433.5,13.86,0.222,0.877,0.477,ROD
"Bemegride",0,11,155.2,5.49,0.486,0.732,0.161,DISC
"Benactyzine hydrochloride",0,24,327.4,9.15,0.559,0.808,0.105,SPHERE
"Benazepril",0,31,424.5,10.98,0.424,0.938,0.215,DISC
"Benazepril HCl",0,31,424.5,10.98,0.424,0.938,0.215,DISC
"Bendamustine",0,23,358.3,13.08,0.229,0.868,0.464,ROD
"Bendamustine HCl",0,23,358.3,13.08,0.229,0.868,0.464,ROD
"Bendazac",0,21,282.3,7.80,0.513,0.619,0.173,DISC
"Bendazac L-lysine",0,21,282.3,7.80,0.513,0.619,0.173,DISC
"Bendazol",0,16,208.3,8.90,0.151,0.933,0.615,ROD
"Bendroflumethiazide",0,27,421.4,11.32,0.296,0.787,0.361,ROD
"Benidipine HCl",0,37,505.6,11.44,0.408,0.732,0.230,DISC
"Benorylate",0,23,313.3,12.77,0.163,0.898,0.590,ROD
"Benproperine phosphate",0,23,309.5,11.55,0.245,0.828,0.437,ROD
"Benserazide HCl",0,18,257.2,9.87,0.201,0.837,0.514,ROD
"Bentiromide",0,30,404.4,13.08,0.358,0.784,0.279,DISC
"Benzalkonium chloride",0,23,318.6,12.29,0.213,0.864,0.492,ROD
"Benzalkonium Chloride",0,23,318.6,12.29,0.213,0.864,0.492,ROD
"Benzamide",0,9,121.1,5.09,0.227,0.787,0.471,ROD
"Benzamidine HCl",0,9,120.2,5.11,0.232,0.824,0.460,ROD
"Benzathine penicilline",0,23,334.4,9.08,0.349,0.918,0.294,ROD
"Benzenebutyric acid",0,12,164.2,7.29,0.190,0.881,0.535,ROD
"Benzenesulfonamide",0,10,157.2,5.20,0.264,0.879,0.406,ROD
"Benzethonium Chloride",0,30,412.6,13.64,0.242,0.926,0.445,ROD
"Benzidine Hcl",0,14,184.2,9.94,0.086,0.949,0.765,ROD
"Benznidazole",0,19,260.3,9.18,0.242,0.927,0.446,ROD
"Benzocaine",0,12,165.2,8.38,0.133,0.898,0.654,ROD
"Benzocaine hydrochloride",0,12,165.2,8.38,0.133,0.898,0.654,ROD
"Benzoic Acid",0,9,122.1,5.07,0.226,0.774,0.476,ROD
"Benzonatate",0,42,603.8,12.49,0.626,0.716,0.083,SPHERE
"Benzthiazide",0,26,431.9,11.97,0.284,0.784,0.379,ROD
"Benztropine mesylate",0,23,307.4,9.76,0.392,0.745,0.244,DISC
"Benzydamine HCl",0,23,309.4,11.17,0.344,0.810,0.294,ROD
"Benzyl alcohol",0,8,108.1,4.97,0.234,0.842,0.456,ROD
"Benzyl benzoate",0,16,212.2,9.41,0.156,0.909,0.604,ROD
"Benzyl isothiocyanate",0,10,149.2,6.24,0.222,0.904,0.478,ROD
"Benzylpenicillin potassium",0,23,334.4,9.08,0.349,0.918,0.294,ROD
"Bepotastine",0,27,388.9,11.24,0.478,0.680,0.178,DISC
"Bepotastine Besilate",0,27,388.9,11.24,0.478,0.680,0.178,DISC
"Bepridil hydrochloride",0,27,366.5,11.12,0.456,0.766,0.181,DISC
"Berbamine",0,45,608.7,12.91,0.580,0.695,0.109,SPHERE
"Berbamine (dihydrochloride)",0,45,608.7,12.91,0.580,0.695,0.109,SPHERE
"Berberine",0,25,336.4,12.93,0.117,0.889,0.689,ROD
"Berberine chloride",0,25,336.4,12.93,0.117,0.889,0.689,ROD
"Berberine Chloride",0,25,336.4,12.93,0.117,0.889,0.689,ROD
"Berberine Sulfate",0,25,336.4,12.93,0.117,0.889,0.689,ROD
"Berberine Sulfate",0,25,336.4,12.93,0.117,0.889,0.689,ROD
"Bergapten",0,16,216.2,8.08,0.279,0.738,0.392,ROD
"Bergenin",0,23,328.3,9.72,0.330,0.765,0.316,ROD
"Besifloxacin HCl",0,27,393.8,11.78,0.243,0.862,0.441,ROD
"Besifovir",0,20,299.2,9.51,0.301,0.853,0.352,ROD
"Bestatin",0,22,308.4,8.70,0.582,0.809,0.092,SPHERE
