name,hit,heavy_atoms,mw,length_A
"Malonic acid",0,7,104.1,4.704066439641298
"Maltitol",0,23,344.3,9.275163623565414
"Maltol",0,9,126.1,4.924984328674779
"Maltose",0,23,342.3,10.023814956858006
"Maltose monohydrate",0,23,342.3,10.023814956858006
"Maltotriose",0,34,504.4,14.797659034806841
"Maltotriose",0,34,504.4,14.797659034806841
"Manidipine",0,45,610.7,15.822689915542183
"Manidipine 2HCl",0,45,610.7,15.822689915542183
"Maprotiline HCl",0,21,277.4,9.214175084417946
"Maraviroc",0,37,513.7,16.161356772917834
"Marbofloxacin",0,26,362.4,12.930039397041178
"Marimastat (BB-2516)",0,23,331.4,9.923879591598503
"Masitinib (AB1010)",0,36,498.7,14.48972572659118
"Mebendazole",0,22,295.3,13.845254523112386
"Mebeverine Hydrochloride",0,31,429.6,19.84499048564096
"Mebhydrolin napadisylate",0,21,276.4,8.461478861674411
"Mebrofenin",0,23,387.2,10.848150437826556
"Mecamylamine Hydrochloride",0,12,167.3,4.9131479786941155
"Mechlorethamine",0,8,156.1,6.666741476503701
"Mechlorethamine HCl",0,8,156.1,6.666741476503701
"Meclizine 2HCl",0,28,391.0,9.851152736583057
"Meclocycline Sulfosalicylate",0,33,476.9,11.349176707953461
"Meclofenamate Sodium",0,19,296.2,7.690127082100018
"Meclofenoxate (Centrophenoxine) HCl",0,17,257.7,7.6674663715117335
"Meclofenoxate Hydrochloride",0,17,257.7,7.6674663715117335
"Medrysone",0,25,344.5,12.028945351714281
"Mefloquine HCl",0,26,378.3,10.541917330468195
"Megestrol",0,28,384.5,12.415072039619234
"Meglumine",0,13,195.2,7.6280984398428595
"Meisoindigo",0,21,276.3,9.58692345006293
"Melamine",0,9,126.1,4.621632767468447
"Melatonin",0,17,232.3,7.803156099907112
"Melibiose",0,23,342.3,9.79492796540178
"Meloxicam",0,23,351.4,12.350835168981614
"Memantine HCl",0,13,179.3,5.049551747722406
"Menadione",0,13,172.2,6.600338048192319
"Menadione bisulfite sodium",0,13,172.2,6.600338048192319
"Menbutone",0,19,258.3,9.758258280170416
"Menthone",0,11,154.3,5.956020580073835
"Mepenzolate Bromide",0,25,340.4,10.155145913278675
"Mephenesin",0,13,182.2,7.746543085317772
"Mepivacaine",0,18,246.4,7.6654889911036435
"Mepivacaine HCl",0,18,246.4,7.6654889911036435
"Meprednisone",0,27,372.5,12.445116138705021
"Meptazinol HCl",0,17,233.4,8.01076507283977
"Mequinol",0,9,124.1,6.379023244640527
"Mequitazine",0,23,322.5,8.12781832308003
"Merbromin",0,29,707.7,10.502843908817526
"Mercaptopurine (6-MP)",0,10,152.2,5.004740832487425
"Meropenem",0,26,383.5,10.217623466609187
"Meropenem Trihydrate",0,26,383.5,10.217623466609187
"Mesalamine",0,11,153.1,6.0404533360510335
"Mesna",0,7,142.2,5.385614424109514
"Mesoridazine Besylate",0,26,386.6,9.737099333228553
"Metadoxine",0,21,298.3,6.422138901436481
"Metamizole sodium hydrate",0,21,311.4,9.902986255139487
"Metaproterenol Sulfate",0,15,211.3,8.573051475195319
"Metaraminol Bitartrate",0,12,167.2,6.904555838250833
"Metaxalone",0,16,221.3,8.877587552375264
"Metformin",0,9,129.2,5.809192999923784
"Metformin HCl",0,9,129.2,5.809192999923784
"Methacholine chloride",0,11,160.2,6.24261989971207
"Methacycline HCl",0,32,442.4,10.354049491875239
"Methacycline Hydrochloride",0,32,442.4,10.354049491875239
"Methazolamide",0,14,236.3,8.47988680602072
"Methenamine Hippurate",0,10,140.2,3.355191346900557
"Methimazole",0,7,114.2,3.890055637723424
"Methionine",0,9,149.2,5.312121365307139
"Methocarbamol",0,17,241.2,7.971519652492319
"Methotrexate",0,33,454.4,18.022822283666116
"Methotrexate",0,33,454.4,15.44753863937842
"Methotrexate",0,33,454.4,15.44753863937842
"Methotrexate disodium",0,33,454.4,18.022822283666116
"Methoxamine HCl",0,15,211.3,7.384872364422037
"Methoxyphenamine Hydrochloride",0,13,179.3,7.22529889216002
"Methscopolamine",0,23,318.4,11.335453424990986
"Methyclothiazide",0,20,360.2,9.665910044850103
"Methyl Aminolevulinate Hydrochloride",0,10,145.2,6.9421739513694725
"Methyl cinnamate",0,10,145.2,6.9421739513694725
"Methyl linoleate",0,21,294.5,9.272981210867977
"Methyl linolenate",0,21,292.5,12.304230414376596
"Methyl nicotinate",0,10,137.1,6.310489819351796
"Methyl Oleate",0,21,296.5,14.794020183977336
"Methyl palmitate",0,19,270.5,11.214470368139983
"Methyl salicylate",0,11,152.1,6.399114910406109
"Methyl Stearate",0,21,298.5,11.056070623260535
"Methylamine hydrochloride",0,2,31.1,1.4519656994414716
"Methylbenactyzine Bromide",0,25,342.5,11.780956393212692
"Methylbenzethonium Chloride",0,31,426.7,11.173910623636496
"Methyldopa",0,15,211.2,7.967976171053804
"Methylene Blue",0,20,284.4,12.56520177772775
"Methylprednisolone",0,27,374.5,11.801089430233652
"Methylprednisolone Acetate",0,27,374.5,11.801089430233652
"Methylprednisolone hemisuccinate",0,34,474.6,12.94740343012619
"Methylprednisolone sodium succinate",0,34,474.6,12.94740343012619
"Methylthiouracil",0,9,142.2,5.080614555354595
"Methysergide Maleate",0,26,353.5,12.946072589840687
"Meticrane",0,17,275.4,7.771554197769183
"Metoclopramide",0,20,299.8,10.917502726233483
"Metoclopramide HCl",0,20,299.8,10.917502726233483
"Metoclopramide hydrochloride hydrate",0,20,299.8,10.917502726233483
"Metolachlor",0,19,283.8,8.013811070752844
"Metolazone",0,24,365.8,11.213006960673162
"Metoprolol",0,19,267.4,10.638264647771358
"Metoprolol Tartrate",0,19,267.4,10.638264647771358
"Metosulam",0,26,418.3,11.178206411188707
"Metrifudil",0,27,371.4,13.859639978060212
"Metronidazole",0,12,171.2,5.902143293219805
"Metroprolol succinate",0,19,267.4,10.638264647771358
"Mevastatin",0,28,390.5,10.500425455296746
"Mevinolin",0,29,404.5,10.39531935356156
"Mexenone",0,18,242.3,10.618554513091317
"Mexiletine HCl",0,13,179.3,7.309790017574647
"MG 624",0,23,310.5,10.66316741124996
"Mianserin HCl",0,20,264.4,8.05920769811236
"Miconazole",0,25,416.1,11.955998173248622
"Miconazole Nitrate",0,25,416.1,11.955998173248622
"Miconazole Nitrate",0,25,416.1,11.955998173248622
"Midecamycin",0,57,814.0,18.16246274164885
"Midodrine",0,18,254.3,8.656224732476467
"Midodrine hydrochloride",0,18,254.3,8.656224732476467
"Mifepristone",0,32,429.6,12.583571408153716
"Mifepristone",0,32,429.6,12.583571408153716
"Miglitol",0,14,207.2,6.919350676338827
"Miglustat",0,15,219.3,8.593161397328169
"Milbemycin Oxime",0,38,528.7,12.70212134041643
"Mildronate",0,10,146.2,5.299935848805499
"Milnacipran HCl",0,18,246.4,7.892203912611381
"Milrinone",0,16,211.2,8.357924753799594
"Miltefosine",0,27,407.6,11.791269438601331
"Minaprine dihydrochloride",0,22,298.4,9.75241580326018
"Minocycline HCl",0,33,457.5,11.85747929616924
"Minocycline Hydrochloride",0,33,457.5,11.85747929616924
"Minoxidil sulphate",0,15,209.3,7.86468398578674
"Mirabegron",0,28,396.5,13.681500292958795
"Mirogabalin",0,15,209.3,7.287263921153269
"Mirtazapine",0,20,265.4,8.424714265152051
"Misoprostol",0,27,382.5,9.653100301540025
"Mitotane",0,18,320.0,8.653513897362322
"Mitoxantrone 2HCl",0,32,444.5,11.415674283411288
"Mizoribine",0,18,259.2,8.752273012367649
"MK-2048",0,32,461.9,13.815192111635364
"Moclobemide (Ro 111163)",0,18,268.7,10.954502655876691
"Moexipril HCl",0,36,498.6,15.148978757347916
"Molindone hydrochloride",0,20,276.4,10.24672438013297
"Molsidomine",0,17,242.2,9.533028815755598
"Mometasone furoate",0,35,521.4,11.704197711895116
"Monensin Sodium",0,47,670.9,13.037261226803848
"Monocaprylin",0,15,218.3,8.941747237126734
"Monomethyl auristatin E (MMAE)",0,9,130.1,6.405979398795985
"Monomethyl Fumarate",0,9,130.1,6.405979398795985
"Montelukast",0,41,586.2,17.36208768846762
"Montelukast Sodium",0,41,586.2,17.36208768846762
"Morantel tartrate",0,15,220.3,8.938670051058487
"Morin",0,22,302.2,10.730998329783098
"Morin Hydrate",0,22,302.2,10.730998329783098
"Moroxydine HCl",0,12,171.2,7.208774647751567
"Mosapride",0,29,421.9,9.133087546048223
"Mosapride Citrate",0,29,421.9,9.133087546048223
"Moxidectin",0,46,639.8,15.719314432160663
"Moxifloxacin",0,29,401.4,13.000626503998092
"Moxifloxacin HCl",0,29,401.4,13.000626503998092
"Moxisylyte hydrochloride",0,20,279.4,10.783225442557514
"Moxonidine",0,16,241.7,8.600073271012226
"Mozavaptan",0,32,427.5,15.690516252432221
"MPEP",0,15,193.2,9.779380166254121
"MRS 1845",0,29,398.4,12.123790084477188
"Mupirocin",0,35,500.6,15.796541556727856
"Mupirocin calcium",0,35,500.6,15.796541556727856
"Mycophenolate Mofetil",0,31,433.5,10.079919452309461
"Mycophenolic acid",0,23,320.3,8.894957705789503
"Mycophenolic Acid",0,23,320.3,8.894957705789503
"Myo-Inositol",0,12,180.2,5.594520909614066
"Myosmine",0,11,146.2,6.416325659259945
"Myristic Acid",0,16,228.4,8.099321132855222
"N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide Hcl",0,22,340.9,10.16549927644697
"N-1-Naphthylphthalamic acid",0,22,291.3,9.68049587654071
"N-Acetyl-D-mannosamine",0,15,221.2,6.836656691125323
"N-Acetyl-L-tyrosine",0,16,223.2,8.708333411731301
"N-Acetylglucosamine",0,15,221.2,8.488686736987644
"N-Acetylneuraminic acid",0,21,309.3,9.087876219785533
"N-Ethylmaleimide (NEM)",0,9,125.1,4.564210217770113
"N-Methyl-L-Glutamic Acid",0,11,161.2,6.014640594800507
"N-Phenylanthranilic Acid",0,16,213.2,8.078471883259255
"N,N-Hexamethyleneamiloride",0,21,311.8,11.163935049076022
"N6-2-Phenylethyladenosine",0,27,371.4,14.454932400402644
"N6-Cyclopentyladenosine",0,24,335.4,12.0479472228916
"N6-Phenyladenosine",0,25,343.3,11.93744954790712
"Nabumetone",0,17,228.3,10.526912715343187
"NAD+",0,44,663.4,10.909374122498855
"Nadifloxacin",0,26,360.4,12.860996399382357
"Nadolol",0,22,309.4,8.982170970385175
"Nafamostat Mesylate",0,26,347.4,17.196723881789936
"Nafcillin Sodium",0,29,414.5,12.859427687730014
"Naftopidil",0,29,392.5,9.425247369472212
"Naftopidil DiHCl",0,29,392.5,9.425247369472212
"Nalidixic acid",0,17,232.2,8.721509625931512
"Naloxone HCl",0,24,327.4,10.414911499763939
"Naltrexone HCl",0,25,341.4,10.129872144409633
"Naphazoline HCl",0,16,210.3,7.74173516935938
"Naproxen",0,17,230.3,9.767213074196478
"Naproxen Sodium",0,17,230.3,9.767213074196478
"Naratriptan HCl",0,23,335.5,9.460500252450082
"Naringin",0,41,580.5,15.723262548599353
"Naringin Dihydrochalcone",0,41,582.6,17.496948562260606
"Natamycin",0,47,665.7,16.639720873297396
"Nateglinide",0,23,317.4,13.077758286941423
"Nebivolol",0,29,405.4,16.37757647627679
"Nebivolol HCl",0,29,405.4,16.37757647627679
"Nefazodone hydrochloride",0,33,470.0,17.21392269335679
"Nefiracetam",0,18,246.3,7.989139015522504
"Nefopam HCl",0,19,253.3,7.64425124886964
"Nelarabine",0,21,297.3,10.000506597360925
"Nelfinavir Mesylate",0,40,567.8,11.028781976636164
"Neohesperidin",0,43,610.6,17.244202583102656
"Neohesperidin Dihydrochalcone (Nhdc)",0,43,612.6,15.163238230369712
"Neomycin Sulfate",0,42,614.7,13.34726042069155
"Neomycin sulfate",0,42,614.7,13.34726042069155
"Neostigmine Bromide",0,16,223.3,8.89347027171531
"Neotame",0,27,378.5,12.23423620224679
"Nepafenac",0,19,254.3,9.405162145080698
"Neratinib (HKI-272)",0,40,557.1,14.805080795360054
"Nerolidol",0,16,222.4,9.814817882449216
"Neryl acetate",0,14,196.3,8.176050372126813
"Neticonazole",0,21,302.4,7.980165260146329
"Neticonazole Hydrochloride",0,21,302.4,7.980165260146329
"Netilmicin Sulfate",0,33,475.6,14.085695712566514
"Netupitant",0,41,578.6,14.47996445256766
"NEXIUM (esomeprazole magnesium)",0,24,345.4,9.835237219188146
"Nicaraven",0,21,284.3,10.370645798424173
"Nicardipine",0,35,479.5,13.200495468666766
"Nicardipine HCl",0,35,479.5,13.200495468666766
"Nicergoline",0,31,484.4,13.514276510387448
"Nicorandil",0,15,211.2,9.372007087050704
"Nicosulfuron",0,28,410.4,12.178350660363032
"Nicotinamide (Vitamin B3)",0,9,122.1,5.009378486283676
"Nicotinic Acid",0,9,123.1,4.979418085854233
"Nicotinic Acid",0,9,123.1,4.979418085854233
"Nifedipine",0,25,346.3,9.267138684094878
"Niflumic acid",0,20,282.2,10.034405336407652
"Nifuratel",0,19,285.3,12.248021367855985
"Nifuroxazide",0,20,275.2,13.955008084613036
"Nifurtimox",0,19,287.3,11.855659258449913
"Nikethamide",0,13,178.2,7.219515118236786
"Nilotinib (AMN-107)",0,39,529.5,14.259406125716016
"Nilotinib hydrochloride",0,39,529.5,14.259406125716016
"Nilotinib hydrochloride monohydrate",0,39,529.5,14.259406125716016
"Nilutamide",0,22,317.2,9.722474233738888
"Nimesulide",0,21,308.3,9.116640948905207
"Nimesulide",0,21,308.3,9.116640948905207
"Nimesulide",0,21,308.3,9.116640948905207
"Nimesulide",0,21,308.3,9.116640948905207
"Nimodipine",0,30,418.4,9.522970185036408
"Nimorazole",0,16,226.2,8.915967664378215
"Nimustine Hydrochloride",0,18,272.7,9.15532892693502
"Nintedanib (BIBF 1120)",0,40,539.6,21.687428736331125
"Nintedanib Ethanesulfonate Salt",0,40,539.6,21.687428736331125
"Niraparib (MK-4827)",0,24,320.4,13.528856815336903
"Niraparib (MK-4827) tosylate",0,24,320.4,13.528856815336903
"Nisoldipine",0,28,388.4,11.241370698344733
"Nitisinone",0,23,329.2,9.713211814519155
"Nitrendipine",0,26,360.4,9.382235724122776
"Nitrofural",0,14,198.1,9.882417703658826
"Nitrofurantoin",0,17,238.2,7.648735982796376
"Nitrofurantoin",0,17,238.2,11.01387868146439
"Nitrofurazone",0,14,198.1,8.087167200577488
"Nitroxoline",0,14,190.2,6.241949534586086
"Nizatidine",0,21,331.5,8.323414486038738
"Nonanoic acid",0,11,158.2,6.925932142249041
"Noradrenaline bitartrate monohydrate",0,12,169.2,6.9167911881937085
"Norcantharidin",0,12,168.1,5.196184916539175
"Norcantharidin",0,12,168.1,5.196184916539175
"Norcantharidin",0,12,168.1,
"Nordihydroguaiaretic acid (NDGA)",0,22,302.4,9.661016889410357
"Norethindrone",0,22,298.4,10.905712993215438
"Norethindrone acetate",0,25,340.5,12.617070421182044
"norethisterone enanthate",0,30,410.6,13.778353719826393
"Norfloxacin",0,23,319.3,11.667811415177898
"Norgestrel",0,23,312.5,12.05606865603597
"Nortriptyline hydrochloride",0,20,263.4,9.32573191250871
"Novobiocin Sodium",0,44,612.6,19.943502040914872
"Nuciferine",0,22,295.4,8.91471963837794
"Nylidrin Hydrochloride",0,22,299.4,8.916504164114135
"O-Coumaric Acid",0,12,164.2,7.474224820323991
"O-Dianisidine Dihydrochloride",0,18,244.3,9.929784293276514
"o-Phenanthroline",0,14,180.2,6.982938589428793
"O-Phenylenediamine",0,8,108.1,4.2131157166626005
"o-Toluic acid",0,10,136.2,5.046842472046615
"Obeticholic Acid",0,30,420.6,14.994576383735662
"Oclacitinib?maleate",0,23,337.4,11.382123005050126
"Octanoic acid",0,10,144.2,7.118708331534608
"Octenidine Dihydrochloride",0,40,550.9,13.642221665520228
"Octinoxate",0,21,290.4,13.512307836241716
"Octisalate",0,18,250.3,9.386254318937231
"Octocrylene",0,27,361.5,10.485989969490706
"Octodrine (2-Amino-6-methylheptan)",0,9,129.2,5.912096802618822
"Octyl gallate",0,20,282.3,11.115148002584611
"ODQ",0,14,187.2,6.384905229926806
"Ofloxacin",0,26,361.4,11.967862567127721
"Ofloxacin",0,26,361.4,11.967862567127721
"Olanzapine",0,22,312.4,9.691699407662838
"Olaparib (AZD2281, Ku-0059436)",0,32,434.5,10.594670693535571
"Oleanolic Acid",0,33,456.7,12.964503110010819
"Oleic Acid",0,20,282.5,9.74057051941368
"Oleuropein",0,38,540.5,9.672682703808222
"Olmesartan",0,33,446.5,13.273582089771354
"Olmesartan Medoxomil",0,41,558.6,16.27246930828858
"Olmutinib (HM61713, BI 1482694)",0,35,486.6,13.468599640070154
"Olodaterol (BI 1744)",0,28,386.4,8.87488645847059
"Olodaterol hydrochloride",0,28,386.4,8.87488645847059
"Olopatadine HCl",0,25,337.4,9.892541460059693
"Olprinone",0,19,250.3,9.873234026163532
"Olsalazine Sodium",0,22,302.2,12.43591450982139
"Omadacycline tosylate",0,40,556.7,16.070883318925322
"Omarigliptin (MK-3102)",0,27,398.4,14.863886538181532
"Ombitasvir (ABT-267)",0,65,894.1,18.268348287166045
"Omeprazole",0,24,345.4,9.75855925371009
"Omeprazole Sodium",0,24,345.4,9.75855925371009
"Ondansetron HCl",0,22,293.4,9.622906147857636
"Ondansetron Hydrochloride Dihydrate",0,22,293.4,9.622906147857636
"Orcinol",0,9,124.1,4.874643336409286
"Orlistat",0,35,495.7,12.343951903722019
"Ornidazole",0,14,219.6,6.598970063156408
"Orotic acid (6-Carboxyuracil)",0,11,156.1,5.871531027968886
"Orphenadrine Citrate",0,20,269.4,9.296903187979284
"Orphenadrine Hydrochloride",0,20,269.4,9.296903187979284
"Orthothymotinic Acid",0,14,194.2,6.764753138930525
"Osalmid",0,17,229.2,10.692282175331867
"Oseltamivir Phosphate",0,22,312.4,9.880435219069058
"Osilodrostat (LCI699)",0,17,227.2,9.453538284563418
"Osimertinib (AZD9291)",0,37,499.6,14.380716450705538
"Osimertinib mesylate",0,37,499.6,14.380716450705538
"Ospemifene",0,27,378.9,12.388465524642843
"Osthol",0,18,244.3,8.336786986869923
"Otilonium Bromide",0,35,483.7,17.88799357095336
"Oxaceprol",0,12,173.2,6.0005779248516005
"Oxacillin sodium",0,28,401.4,10.659994527504749
"Oxacillin sodium monohydrate",0,28,401.4,10.659994527504749
"Oxadixyl",0,20,278.3,7.855747403909182
"Oxalic acid",0,6,90.0,3.5839429598723656
"Oxaprozin",0,22,293.3,9.97132648412408
"Oxeladin Citrate",0,24,335.5,9.887014085452822
"Oxethazaine",0,34,467.7,12.706231806445686
"Oxfendazole",0,22,315.4,12.179307794687036
"Oxibendazole",0,18,249.3,13.347060927617623
"Oxidopamine (hydrobromide)",0,12,169.2,6.8919296891612944
"Oxiglutatione",0,40,612.6,14.495428624697784
"Oxiracetam",0,11,158.2,6.079281320703306
"Oxolamine Citrate",0,18,245.3,12.073475938269715
"Oxprenolol HCl",0,19,265.4,9.61190328102225
"Oxtriphylline",0,13,180.2,5.838660771336022
"Oxybenzone",0,17,228.2,9.914312171489373
"Oxybuprocaine HCl",0,22,308.4,9.269589057115644
"Oxybutynin",0,26,357.5,12.006779362008587
"Oxybutynin chloride",0,26,357.5,12.006779362008587
"Oxyclozanide",0,22,401.5,10.997178693336407
"Oxymatrine",0,19,264.4,7.49850690798892
"Oxytetracycline",0,33,460.4,11.520629660976384
"Oxytetracycline (Terramycin)",0,33,460.4,11.520629660976384
"Oxytetracycline hydrochloride",0,33,460.4,11.520629660976384
"Ozagrel",0,17,228.3,11.52279619627653
"Ozagrel HCl",0,17,228.3,11.52279619627653
"Ozagrel sodium",0,17,228.3,11.52279619627653
"Ozanimod (RPC1063)",0,30,404.5,16.904441969097082
"Ozenoxacin",0,27,363.4,13.68481018917884
"P-Aminobenzoic Acid",0,10,137.1,6.457904319770291
"P-Aminohippuric Acid",0,14,194.2,9.962662827258674
"p-Anisaldehyde",0,10,136.1,7.061893598863719
"p-Coumaric Acid",0,12,164.2,8.737503893196875
"P-Coumaric Acid",0,12,164.2,8.737503893196875
"P-Fluoro-L-Phenylalanine",0,13,183.2,7.00270697194391
"P-Mppi Hydrochloride",0,32,542.4,14.431642112650746
"p-Toluenesulfonic acid monohydrate",0,11,172.2,6.6663435326328795
"PA-824",0,25,359.3,14.707130500137744
"Paclitaxel",0,62,853.9,15.158813106701244
"Paclitaxel",0,62,853.9,16.940044951419512
"Paclobutrazole",0,20,293.8,10.125028752446012
"Paclobutrazole",0,20,293.8,10.125028752446012
"Paclobutrazole",0,20,293.8,9.148820067650085
"Paeoniflorin",0,34,480.5,
"Paeonol",0,12,166.2,7.324027854253326
"Palbociclib",0,33,447.5,16.489726410730643
"Palbociclib (PD-0332991) HCl",0,33,447.5,16.489726410730643
"Palbociclib (PD0332991) Isethionate",0,33,447.5,16.489726410730643
"Paliperidone",0,31,426.5,11.65198751924263
"Palmatine",0,26,352.4,13.888844730627554
"Palmatine chloride",0,26,352.4,13.888844730627554
"Palmitic acid",0,18,256.4,10.64128355693698
"Palmitoleic acid",0,18,254.4,9.823419000355358
"Palonosetron",0,22,296.4,9.470358825025329
"Palonosetron HCl",0,22,296.4,9.470358825025329
"Pamabrom",0,14,259.1,7.721464781098399
"Pamidronate Disodium",0,13,235.1,6.499337005484368
"Panaxatriol",0,34,476.7,12.42827471228292
"Pancuronium dibromide",0,41,572.9,16.104317310181404
"Panobinostat (LBH589)",0,26,349.4,11.764938502358456
"Pantoprazole",0,26,383.4,9.880735225961459
"Pantoprazole sodium",0,26,383.4,9.880735225961459
"Pantoprazole sodium hydrate",0,26,383.4,9.880735225961459
"Parecoxib",0,26,370.4,10.297738732547014
"Parecoxib Sodium",0,26,370.4,10.297738732547014
"Pargyline hydrochloride",0,12,159.2,5.484009840797844
"Paritaprevir (ABT-450)",0,55,765.9,16.57395002122331
"Paromomycin Sulfate",0,42,615.6,15.04394235924898
"Paroxetine HCl",0,24,329.4,10.918027011195383
"Paroxetine mesylate",0,24,329.4,10.918027011195383
"Parthenolide",0,18,248.3,7.7604757019795185
"Patulin",0,11,154.1,5.764405769381823
"Pazopanib",0,31,437.5,10.092901044459245
"Pazopanib HCl (GW786034 HCl)",0,31,437.5,10.092901044459245
"Pazufloxacin mesylate",0,23,318.3,9.935664017863212
"PD 98,059",0,20,267.3,10.872548697991224
"Peficitinib (ASP015K, JNJ-54781532)",0,24,326.4,9.511100672045984
"Pefloxacin Mesylate",0,24,333.4,12.694552031073863
"Pefloxacin Mesylate Dihydrate",0,24,333.4,12.694552031073863
"Peimine",0,31,431.7,12.408968615139544
"Pemetrexed",0,31,427.4,14.98269071135667
"Pemetrexed (LY-231514) disodium",0,31,427.4,14.98269071135667
"Pemetrexed Disodium Hydrate",0,31,427.4,14.98269071135667
"Pemigatinib (INCB054828)",0,35,487.5,14.536319929971711
"Pemirolast potassium",0,17,228.2,8.686267804003187
"Penbutolol Sulfate",0,21,291.4,10.222113527355663
"Penciclovir",0,18,253.3,9.041711102727193
"Penfluridol",0,36,524.0,16.27202356538059
"Penicillamine",0,9,149.2,5.180536654258963
"Penicillin G Sodium",0,23,334.4,9.080505689541267
"Penicillin V potassium salt",0,24,350.4,8.07874701452843
"Pentadecanoic acid",0,17,242.4,10.669555489486036
"Pentamidine isethionate",0,25,340.4,16.759504844503795
"Pentamidine Isethionate",0,25,340.4,16.759504844503795
"Pentamidine Isethionate",0,25,340.4,16.759504844503795
"pentetate calcium trisodium hydrate",0,27,393.3,11.47009092774596
"Pentostatin",0,19,268.3,9.428099840829278
"Pentoxifylline",0,20,278.3,11.350214190661733
"Pentoxyverine Citrate",0,24,333.5,9.819940611824515
"Pentylenetetrazol",0,10,138.2,5.18651824852146
"Perflubron",0,26,499.0,8.399043671296086
"Pergolide Mesylate",0,22,314.5,9.731786597642934
"Perhexiline maleate",0,20,277.5,8.590557168173113
"Perhexiline Maleate",0,20,277.5,8.590557168173113
"Perifosine (KRX-0401)",0,31,461.7,14.088414196543633
"Perindopril Erbumine",0,26,368.5,9.501668822554041
"Permethrin",0,26,391.3,9.223000817331176
"Permethrin",0,26,391.3,9.223000817331176
"Perospirone",0,30,426.6,12.96063347313837
"Perospirone hydrochloride",0,30,426.6,12.96063347313837
"Perphenazine",0,27,404.0,11.024289010128836
"Pexidartinib (PLX3397)",0,29,417.8,14.960099210429835
"Phenacetin",0,13,179.2,9.379422207858102
"Phenelzine sulfate",0,10,136.2,5.784233161760248
"Phenethyl alcohol",0,9,122.2,6.445238111021679
"Phenformin HCl",0,15,205.3,8.22850974390619
"Phenindione",0,17,222.2,8.287589524497315
"Pheniramine Maleate",0,18,240.4,7.625358437666259
"Phenol Red sodium salt",0,7,94.1,4.142560328110235
"Phenolphthalein",0,24,318.3,9.489755708892385
"Phenolphthalein",0,24,318.3,9.489755708892385
"Phenoxybenzamine HCl",0,21,303.8,10.43042887245818
"Phenprocoumon",0,21,280.3,8.877959969514334
"Phensuximide",0,14,189.2,7.022660937129319
"Phentolamine Mesylate",0,21,281.4,10.043753257351447
"Phenylbutazone",0,23,308.4,9.807423740599702
"Phenylbutyrate Sodium",0,12,164.2,7.293584999006409
"Phenylbutyric Acid",0,12,164.2,7.293584999006409
"Phenylephrine HCl",0,12,167.2,6.238769483687059
"Phenylglyoxylic acid",0,11,150.1,6.015590151560465
"Phenylmercuric Acetate",0,31,419.5,15.226151297137429
"Phenytoin",0,19,252.3,7.245228823116916
"Phenytoin Sodium",0,19,252.3,7.245228823116916
"Phthalic acid",0,12,166.1,5.249516150108269
"Phthalic Acid",0,12,166.1,5.249516150108269
"Phthalylsulfacetamide",0,25,362.4,12.624472881745081
"Phthalylsulfathiazole",0,27,403.4,11.630173513125648
"Phthalylsulfathiazole",0,27,403.4,11.630173513125648
"Phytol",0,20,282.5,10.50151363737435
"Picolinafen",0,27,376.3,10.414780062914629
"Picropodophyllin (PPP)",0,30,414.4,10.518936054661875
"Pidotimod",0,16,244.3,7.293891328591563
"Pikamilone",0,15,208.2,8.570762368389522
"Pilocarpine HCl",0,15,208.3,7.6110962660055925
"Pimavanserin",0,31,427.6,16.52701664484528
"Pimecrolimus",0,56,810.5,15.896484770516008
"Pimethixene maleate",0,21,293.4,8.26154713521324
"Pimobendan",0,25,334.4,15.950979260659727
"Pimozide",0,34,461.6,15.225677367420612
"Pinacidil",0,18,245.3,9.606030328009721
"Pinaverium bromide",0,32,511.5,15.499334476396465
"Pindolol",0,18,248.3,10.416397344758785
"Pioglitazone",0,25,356.4,15.493261065379427
"Pioglitazone HCl",0,25,356.4,15.493261065379427
"Pioglitazone Hydrochloride",0,25,356.4,15.493261065379427
"Pipemidic acid",0,22,303.3,10.19453691970118
"Piperacillin Sodium",0,36,517.6,11.570918380125212
"Piperaquine phosphate",0,37,535.5,18.586282556880537
"Piperazine adipate",0,6,86.1,2.922792461261769
"Piperine",0,21,285.3,12.607994097169051
"Piperine",0,21,285.3,13.671358240506313
"Piperonyl butoxide",0,24,338.4,15.386182783765527
"Piperonylbutoxide",0,24,338.4,15.386182783765527
"Pipobroman",0,16,356.1,12.10277037149749
"Piracetam",0,10,142.2,5.7517475983462845
"Pirarubicin",0,45,627.6,17.19121512260348
"Pirenzepine dihydrochloride",0,26,351.4,10.416010852110539
"Pirfenidone",0,14,185.2,7.529363657123988
"Piribedil",0,22,298.3,9.642692439502044
"Piroctone Olamine",0,17,237.3,8.40823082702173
"Piromidic Acid",0,21,288.3,10.9803830653083
"Piroxicam",0,23,331.4,11.336251887633127
"Piroxicam",0,23,331.4,11.336251887633127
"Pitavastatin Calcium",0,31,421.5,11.138625947725656
"Pitolisant hydrochloride",0,20,295.9,13.143358687092363
"Pivmecillinam hydrochloride",0,30,439.6,13.255179682041241
"Pixantrone Maleate",0,24,325.4,10.037024245619136
"Pizotifen",0,21,295.5,8.842520926411602
"Pizotifen Malate",0,21,295.5,8.842520926411602
"Pleconaril",0,27,381.4,13.516044333849619
